Model,Scenario,Region,Variable,Unit,2005,2010,2015,2020,2025,2030,2035,2040
GCAM 7.0,WM_050224,USA,Emissions|Sulfur|Energy,Mt SO2/yr,12.77152919,7.215440628,3.682570205,1.29274555,0.798743637,0.481936051,0.33700961,0.298596079
GCAM 7.0,WM_050224,USA,Emissions|Sulfur|Energy|Demand|Industry,Mt SO2/yr,0.557979151,0.232694487,0.140227722,0.11007261,0.102116205,0.09561214,0.091681013,0.089896254
GCAM 7.0,WM_050224,USA,Emissions|Sulfur|Energy|Demand|Transportation,Mt SO2/yr,2.121766178,1.498072548,0.937281658,0.39117802,0.316566632,0.229397992,0.156321256,0.12793741
GCAM 7.0,WM_050224,USA,Emissions|Sulfur|Energy|Supply,Mt SO2/yr,10.09178386,5.484673592,2.605060825,0.791494921,0.3800608,0.156925919,0.089007341,0.080762416
GCAM 7.0,WM_050224,USA,Emissions|VOC,Mt VOC/yr,13.12934305,12.076916,12.16740224,10.69107246,11.41174562,10.39149851,10.27686439,10.4301277
GCAM 7.0,WM_050224,USA,Emissions|VOC|AFOLU,Mt VOC/yr,1.90372095,2.667593367,3.224927306,3.552681739,5.206921218,4.424547218,4.443572405,4.489616011
GCAM 7.0,WM_050224,USA,Emissions|VOC|Energy,Mt VOC/yr,6.325298018,6.13772407,5.575277454,5.108500228,4.68256491,4.351593305,4.133419728,4.162509533
GCAM 7.0,WM_050224,USA,Emissions|VOC|Energy|Demand|Industry,Mt VOC/yr,1.85353639,0.99061563,0.677351452,0.396176783,0.30936943,0.266194177,0.25384636,0.258355817
GCAM 7.0,WM_050224,USA,Emissions|VOC|Energy|Demand|Transportation,Mt VOC/yr,3.319114677,2.663381266,2.164240032,1.977292386,1.701785009,1.261080358,0.835523935,0.57130373
GCAM 7.0,WM_050224,USA,Emissions|VOC|Energy|Supply,Mt VOC/yr,1.152646951,2.483727174,2.73368597,2.735031059,2.67141047,2.82431877,3.044049434,3.332849986
GCAM 7.0,WM_050224,USA,Energy Service|Buildings|Floor Space,billion m2/yr,25.44688,25.23234,25.83139,27.58377,28.81024,30.23538,31.49344,32.58911
GCAM 7.0,WM_050224,USA,Energy Service|Buildings|Residential|Floor Space,billion m2/yr,18.5937,17.6951,18.1684,19.4868,20.4051,21.4788,22.4338,23.2771
GCAM 7.0,WM_050224,USA,Energy Service|Transportation|Freight,billion tkm/yr,18937100,19318212,18470680,19089099.1,19916111.4,21156040,22716285.05,23832260.97
GCAM 7.0,WM_050224,USA,Energy Service|Transportation|Freight|International Shipping,billion tkm/yr,14568100,15096000,13560900,13852588,14360420,15037660,16235884.86,16966079.11
GCAM 7.0,WM_050224,USA,Energy Service|Transportation|Freight|Navigation,billion vkm/yr,486400,441862,1045950,1079501.1,1024106,913117,1288875.19,1419428.86
GCAM 7.0,WM_050224,USA,Energy Service|Transportation|Freight|Railways,billion tkm/yr,2187160,2121340,2163940,2276860,2046075.4,1715633,2141205,2241333
GCAM 7.0,WM_050224,USA,Energy Service|Transportation|Freight|Road,billion tkm/yr,1695440,1659010,1699890,1880150,2485510,3489630,3050320,3205420
GCAM 7.0,WM_050224,USA,Energy Service|Transportation|Passenger,billion pkm/yr,8510321.781,8361049.465,9603539.021,9958392.284,10716245.59,11577060.34,12049104.28,12375197.31
GCAM 7.0,WM_050224,USA,Energy Service|Transportation|Passenger|Aviation,billion pkm/yr,1319675,1133684,1259772,1383934,1629033,1829321,1974335.159,2095131.631
GCAM 7.0,WM_050224,USA,Energy Service|Transportation|Passenger|Bicycling and Walking,billion pkm/yr,56049.4,58713.5,60968.4,61087.6,59381.8,57838.1,57570.9,57475.7
GCAM 7.0,WM_050224,USA,Energy Service|Transportation|Passenger|Railways,billion vkm/yr,17898.5812,18125.2653,23014.321,25541.384,26984.71,28482.95,30479.99,32695.25
GCAM 7.0,WM_050224,USA,Energy Service|Transportation|Passenger|Road,billion vkm/yr,7116698.8,7150526.7,8259784.3,8487829.3,9000846.08,9661418.29,9986718.23,10189894.73
GCAM 7.0,WM_050224,USA,Energy Service|Transportation|Passenger|Road|Bus,billion pkm/yr,549818.8,544616.7,572144.3,901199.3,1095916.08,1028948.29,985408.23,975304.73
GCAM 7.0,WM_050224,USA,Energy Service|Transportation|Passenger|Road|LDV,billion pkm/yr,6566880,6605910,7687640,7586630,7904930,8632470,9001310,9214590
GCAM 7.0,WM_050224,USA,Final Energy,EJ/yr,24.60370761,23.29758895,22.96046159,23.37897531,24.85072282,27.91853691,29.55738034,31.32625637
GCAM 7.0,WM_050224,USA,Final Energy|Electricity,EJ/yr,5.933832569,5.662049539,5.884442078,5.912851619,6.953439529,9.418246777,10.18865688,10.26064536
GCAM 7.0,WM_050224,USA,Final Energy|Gases,EJ/yr,11.143606,11.0360755,11.370749,11.90636672,11.87124536,11.87233351,12.0643387,12.88033693
GCAM 7.0,WM_050224,USA,Final Energy|Hydrogen,EJ/yr,0.064465938,0.037546837,0.008245881,0.007022648,0.022232021,0.066534035,0.119053314,0.171851301
GCAM 7.0,WM_050224,USA,Final Energy|Industry,EJ/yr,14.9173636,14.08419933,14.12627202,14.68105404,15.65541896,16.36438734,17.05282464,17.7501773
GCAM 7.0,WM_050224,USA,Final Energy|Industry|Cement,EJ/yr,0.0727872,0.04687505,0.04687505,0.05510948,0.0609379,0.06466582,0.067555,0.06937711
GCAM 7.0,WM_050224,USA,Final Energy|Industry|Cement|Electricity,EJ/yr,0.0591755,0.0380417,0.0380417,0.04302305,0.04717366,0.05024877,0.05303355,0.0551997
GCAM 7.0,WM_050224,USA,Final Energy|Industry|Cement|Gases,EJ/yr,0.0136117,0.00883335,0.00883335,0.01208643,0.01376424,0.01441705,0.01452145,0.01417741
GCAM 7.0,WM_050224,USA,Final Energy|Industry|Chemicals,EJ/yr,2.1407764,2.5746973,2.5728477,2.648870749,2.692086687,2.748829838,2.794487609,2.829778173
GCAM 7.0,WM_050224,USA,Final Energy|Industry|Chemicals|Electricity,EJ/yr,0.518855,0.453553,0.410437,0.4172068,0.4315383,0.4519578,0.47763,0.4541147
GCAM 7.0,WM_050224,USA,Final Energy|Industry|Chemicals|Gases,EJ/yr,1.02391,1.59329,1.90765,1.9743148,2.00048,2.035682,2.0554569,2.105257
GCAM 7.0,WM_050224,USA,Final Energy|Industry|Chemicals|Liquids,EJ/yr,0.359912,0.340573,0.11252,0.11098121,0.11179486,0.11122053,0.11092322,0.11496931
GCAM 7.0,WM_050224,USA,Final Energy|Industry|Chemicals|Solids,EJ/yr,0.2380994,0.1872813,0.1422407,0.146367939,0.148273527,0.149969508,0.150477489,0.155437163
GCAM 7.0,WM_050224,USA,Final Energy|Industry|Chemicals|Solids|Bioenergy,EJ/yr,0.0312694,0.0082883,0.0081627,0.008407889,0.008495467,0.008574008,0.008513239,0.008519113
GCAM 7.0,WM_050224,USA,Final Energy|Industry|Chemicals|Solids|Fossil,EJ/yr,0.20683,0.178993,0.134078,0.13796005,0.13977806,0.1413955,0.14196425,0.14691805
GCAM 7.0,WM_050224,USA,Final Energy|Industry|Electricity,EJ/yr,3.3821479,3.17359742,3.08376958,2.9849188,3.225005527,3.316229824,3.334519112,2.835395585
GCAM 7.0,WM_050224,USA,Final Energy|Industry|Gases,EJ/yr,6.1575553,6.14428675,6.52781135,7.264845101,7.554459468,7.98022775,8.400723401,9.208160857
GCAM 7.0,WM_050224,USA,Final Energy|Industry|Hydrogen,EJ/yr,0.064465938,0.037546837,0.008245881,0.007022648,0.022232021,0.066534035,0.119053314,0.171851301
GCAM 7.0,WM_050224,USA,Final Energy|Industry|Liquids,EJ/yr,2.154022057,1.917024481,1.94736708,1.74398911,1.919976093,1.930499224,1.978572013,2.039289434
GCAM 7.0,WM_050224,USA,Final Energy|Industry|Non-ferrous metals,EJ/yr,0.16140022,0.10486413,0.10403121,0.135274861,0.141247013,0.14723826,0.152344106,0.155985155
GCAM 7.0,WM_050224,USA,Final Energy|Industry|Non-ferrous metals|Electricity,EJ/yr,0.134284,0.0896731,0.0865746,0.1125737,0.11754401,0.12253178,0.12678745,0.12982799
GCAM 7.0,WM_050224,USA,Final Energy|Industry|Non-ferrous metals|Gases,EJ/yr,0.0244266,0.0111427,0.0126887,0.016502791,0.017230818,0.017958751,0.018571288,0.018998633
GCAM 7.0,WM_050224,USA,Final Energy|Industry|Non-ferrous metals|Liquids,EJ/yr,0.00268962,0,0,0,0,0,0,0
GCAM 7.0,WM_050224,USA,Final Energy|Industry|Non-ferrous metals|Solids,EJ/yr,0,0.00404833,0.00476791,0.00619837,0.006472185,0.006747729,0.006985368,0.007158532
GCAM 7.0,WM_050224,USA,Final Energy|Industry|Non-ferrous metals|Solids|Bioenergy,EJ/yr,0,0.00404833,0.00476791,0.00619837,0.006472185,0.006747729,0.006985368,0.007158532
GCAM 7.0,WM_050224,USA,Final Energy|Industry|Solids,EJ/yr,3.1455607,2.80291049,2.55024478,2.668191949,2.919981612,3.056479457,3.205435347,3.481302715
GCAM 7.0,WM_050224,USA,Final Energy|Industry|Solids|Biomass,EJ/yr,1.5975289,1.45328163,1.46362061,1.650755039,1.740287792,1.863502967,1.986562957,2.194628855
GCAM 7.0,WM_050224,USA,Final Energy|Industry|Solids|Coal,EJ/yr,1.5480318,1.34962886,1.08662417,1.01743691,1.17969382,1.19297649,1.21887239,1.28667386
GCAM 7.0,WM_050224,USA,Final Energy|Industry|Steel,EJ/yr,0.924238075,0.804926798,1.095391511,0.835689564,1.258962785,1.298402803,1.356301753,1.357404557
GCAM 7.0,WM_050224,USA,Final Energy|Industry|Steel|Electricity,EJ/yr,0.211642,0.17263312,0.19406258,0.14809895,0.211089207,0.211553563,0.215225938,0.212807445
GCAM 7.0,WM_050224,USA,Final Energy|Industry|Steel|Hydrogen,EJ/yr,0.064465938,0.037546837,0.008245881,0.006291054,0.009515575,0.009853145,0.01030042,0.010246488
GCAM 7.0,WM_050224,USA,Final Energy|Industry|Steel|Liquids,EJ/yr,0.029774137,0.050609981,0.38946588,0.29694611,0.505306543,0.556657314,0.612267375,0.621950224
GCAM 7.0,WM_050224,USA,Final Energy|Industry|Steel|Solids,EJ/yr,0.618356,0.54413686,0.50361717,0.38435345,0.53305146,0.52033878,0.51850802,0.5124004
GCAM 7.0,WM_050224,USA,Final Energy|Industry|Steel|Solids|Bioenergy,EJ/yr,0,0,0,0,0.0102085,0.01700127,0.02277688,0.02456512
GCAM 7.0,WM_050224,USA,Final Energy|Industry|Steel|Solids|Fossil,EJ/yr,0.618356,0.54413686,0.50361717,0.38435345,0.52284296,0.50333751,0.49573114,0.48783528
GCAM 7.0,WM_050224,USA,Final Energy|Liquids,EJ/yr,3.638270107,3.074511531,2.5871525,2.33957154,2.465898558,2.404995273,2.380044736,2.362758761
GCAM 7.0,WM_050224,USA,Final Energy|Non-Energy Use,EJ/yr,6.78196528,5.74965132,5.68462432,5.936052657,6.112900009,6.313804651,6.483164575,6.608316201
GCAM 7.0,WM_050224,USA,Final Energy|Non-Energy Use|Biomass,EJ/yr,0.00453728,0.00294442,0.00294442,0.003811057,0.004292946,0.0044488,0.004404231,0.00422523
GCAM 7.0,WM_050224,USA,Final Energy|Non-Energy Use|Coal,EJ/yr,0.299458,0.194335,0.194335,0.2496781,0.2874251,0.299542,0.3021383,0.3047121
GCAM 7.0,WM_050224,USA,Final Energy|Non-Energy Use|Gas,EJ/yr,0.251563,0.29169,0.415497,0.527253,0.502785,0.505023,0.487168,0.466757
GCAM 7.0,WM_050224,USA,Final Energy|Non-Energy Use|Oil,EJ/yr,6.226407,5.2606819,5.0718479,5.1553105,5.31836739,5.50453489,5.68866238,5.83080633
GCAM 7.0,WM_050224,USA,Final Energy|Buildings,EJ/yr,9.3098611,8.8513107,8.4730653,8.267688829,7.851096554,7.413465068,7.115706169,7.092860446
GCAM 7.0,WM_050224,USA,Final Energy|Buildings|Commercial,EJ/yr,3.6030255,3.2924908,2.8925403,2.82028025,2.74383109,2.61385238,2.41443412,2.42249917
GCAM 7.0,WM_050224,USA,Final Energy|Buildings|Commercial|Cooling,EJ/yr,0.6260867,0.6626676,0.6278119,0.61392855,0.60147003,0.57099312,0.52505693,0.52157736
GCAM 7.0,WM_050224,USA,Final Energy|Buildings|Commercial|Electricity,EJ/yr,0.8041321,0.764059,0.783862,0.7719524,0.75992546,0.72670236,0.67191785,0.66464401
GCAM 7.0,WM_050224,USA,Final Energy|Buildings|Commercial|Gases,EJ/yr,2.080484,1.9820171,1.8176623,1.77171735,1.71880043,1.64245152,1.53012063,1.57024673
GCAM 7.0,WM_050224,USA,Final Energy|Buildings|Commercial|Heating|Space,EJ/yr,2.9769388,2.6298232,2.2647284,2.2063517,2.14236106,2.04285926,1.88937719,1.90092181
GCAM 7.0,WM_050224,USA,Final Energy|Buildings|Commercial|Liquids,EJ/yr,0.524645,0.381585,0.159577,0.1516775,0.1448977,0.1312178,0.1078593,0.0829748
GCAM 7.0,WM_050224,USA,Final Energy|Buildings|Commercial|Solids,EJ/yr,0.1937644,0.1648297,0.131439,0.124933,0.1202075,0.1134807,0.10453634,0.10463363
GCAM 7.0,WM_050224,USA,Final Energy|Buildings|Commercial|Solids|Biomass,EJ/yr,0.112775,0.101663,0.103309,0.1032198,0.1019841,0.0994157,0.0946297,0.09821682
GCAM 7.0,WM_050224,USA,Final Energy|Buildings|Commercial|Solids|Coal,EJ/yr,0.0809894,0.0631667,0.02813,0.0217132,0.0182234,0.014065,0.00990664,0.00641681
GCAM 7.0,WM_050224,USA,Final Energy|Buildings|Cooling,EJ/yr,1.6682367,1.4844896,1.5339029,1.544561659,1.509077034,1.510525033,1.508220435,1.542898986
GCAM 7.0,WM_050224,USA,Final Energy|Buildings|Electricity,EJ/yr,2.1781312,2.134081,2.447256,2.512361479,2.512314339,2.627688629,2.654034496,2.708084209
GCAM 7.0,WM_050224,USA,Final Energy|Buildings|Gases,EJ/yr,4.9869968,4.8874118,4.8374985,4.63527345,4.31102683,3.88470221,3.65437825,3.65968168
GCAM 7.0,WM_050224,USA,Final Energy|Buildings|Heating|Space,EJ/yr,7.6416244,7.3668211,6.9391624,6.72312717,6.34201952,5.902940035,5.607485734,5.54996146
GCAM 7.0,WM_050224,USA,Final Energy|Buildings|Liquids,EJ/yr,1.4803725,1.1541562,0.6375168,0.5932081,0.543239555,0.471447089,0.397946473,0.319268847
GCAM 7.0,WM_050224,USA,Final Energy|Buildings|Residential,EJ/yr,5.7068356,5.5588199,5.580525,5.447408579,5.107265464,4.799612688,4.701272049,4.670361276
GCAM 7.0,WM_050224,USA,Final Energy|Buildings|Residential|Cooling,EJ/yr,1.04215,0.821822,0.906091,0.930633109,0.907607004,0.939531913,0.983163505,1.021321626
GCAM 7.0,WM_050224,USA,Final Energy|Buildings|Residential|Electricity,EJ/yr,1.3739991,1.370022,1.663394,1.740409079,1.752388879,1.900986269,1.982116646,2.043440199
GCAM 7.0,WM_050224,USA,Final Energy|Buildings|Residential|Gases,EJ/yr,2.9065128,2.9053947,3.0198362,2.8635561,2.5922264,2.24225069,2.12425762,2.08943495
GCAM 7.0,WM_050224,USA,Final Energy|Buildings|Residential|Heating|Space,EJ/yr,4.6646856,4.7369979,4.674434,4.51677547,4.19965846,3.860080775,3.718108544,3.64903965
GCAM 7.0,WM_050224,USA,Final Energy|Buildings|Residential|Liquids,EJ/yr,0.9557275,0.7725712,0.4779398,0.4415306,0.398341855,0.340229289,0.290087173,0.236294047
GCAM 7.0,WM_050224,USA,Final Energy|Buildings|Solids,EJ/yr,0.6643606,0.6756617,0.550794,0.5268458,0.48451583,0.42962714,0.40934695,0.40582571
GCAM 7.0,WM_050224,USA,Final Energy|Buildings|Solids|Biomass,EJ/yr,0.576329,0.612495,0.522664,0.5051326,0.46629243,0.41556214,0.39944031,0.3994089
GCAM 7.0,WM_050224,USA,Final Energy|Buildings|Solids|Coal,EJ/yr,0.0880316,0.0631667,0.02813,0.0217132,0.0182234,0.014065,0.00990664,0.00641681
GCAM 7.0,WM_050224,USA,Final Energy|Solids,EJ/yr,3.8099213,3.47857219,3.10103878,3.195037749,3.404497442,3.486106597,3.614782297,3.887128425
GCAM 7.0,WM_050224,USA,Final Energy|Solids|Biomass,EJ/yr,2.1738579,2.06577663,1.98628461,2.155887639,2.206580222,2.279065107,2.386003267,2.594037755
GCAM 7.0,WM_050224,USA,Final Energy|Solids|Coal,EJ/yr,1.6360634,1.41279556,1.11475417,1.03915011,1.19791722,1.20704149,1.22877903,1.29309067
GCAM 7.0,WM_050224,USA,Final Energy|Transportation,EJ/yr,0.022189499,0.022845599,0.031251798,0.07021767,0.959784378,3.735039967,4.96512637,6.042851084
GCAM 7.0,WM_050224,USA,Final Energy|Transportation|Aviation,EJ/yr,0,0,0,0,0,0,0.016667242,0.040534122
GCAM 7.0,WM_050224,USA,Final Energy|Transportation|Aviation|Passenger,EJ/yr,0,0,0,0,0,0,0.016667242,0.040534122
GCAM 7.0,WM_050224,USA,Final Energy|Transportation|Electricity,EJ/yr,0.022189499,0.022845599,0.031251798,0.06417907,0.840138703,3.079136304,3.7891434,4.293492901
GCAM 7.0,WM_050224,USA,Final Energy|Transportation|Freight,EJ/yr,0,0,0,0,0.407184421,1.841936914,1.762238102,1.848091872
GCAM 7.0,WM_050224,USA,Final Energy|Transportation|Freight|Electricity,EJ/yr,0,0,0,0,0.390529346,1.769631071,1.594814587,1.47788937
GCAM 7.0,WM_050224,USA,Final Energy|Transportation|Freight|Hydrogen,EJ/yr,0,0,0,0,0.016655075,0.072305843,0.167423515,0.370202502
GCAM 7.0,WM_050224,USA,Final Energy|Transportation|Hydrogen,EJ/yr,0,0,0,0.0060386,0.119645675,0.655903663,1.17598297,1.749358183
GCAM 7.0,WM_050224,USA,Final Energy|Transportation|Maritime,EJ/yr,0,0,0,0,0,0,0.001320621,0.003608344
GCAM 7.0,WM_050224,USA,Final Energy|Transportation|Maritime|Freight,EJ/yr,0,0,0,0,0,0,0.001320621,0.003608344
GCAM 7.0,WM_050224,USA,Final Energy|Transportation|Passenger,EJ/yr,0.022189499,0.022845599,0.031251798,0.07021767,0.552599957,1.893103053,3.202888268,4.194759213
GCAM 7.0,WM_050224,USA,Final Energy|Transportation|Passenger|Electricity,EJ/yr,0.022189499,0.022845599,0.031251798,0.06417907,0.449609357,1.309505233,2.194328813,2.815603531
GCAM 7.0,WM_050224,USA,Final Energy|Transportation|Passenger|Hydrogen,EJ/yr,0,0,0,0.0060386,0.1029906,0.58359782,1.008559455,1.379155681
GCAM 7.0,WM_050224,USA,Final Energy|Transportation|Rail,EJ/yr,0.022189499,0.022845599,0.031251798,0.0351866,0.05209713,0.08563898,0.14901278,0.17863969
GCAM 7.0,WM_050224,USA,Final Energy|Transportation|Rail|Freight,EJ/yr,0,0,0,0,0.01462368,0.0458013,0.1061477,0.1323433
GCAM 7.0,WM_050224,USA,Final Energy|Transportation|Rail|Passenger,EJ/yr,0.022189499,0.022845599,0.031251798,0.0351866,0.03747345,0.03983768,0.04286508,0.04629639
GCAM 7.0,WM_050224,USA,Final Energy|Transportation|Road,EJ/yr,0,0,0,0.03503107,0.907687248,3.649400987,4.798125727,5.820068929
GCAM 7.0,WM_050224,USA,Final Energy|Transportation|Road|Freight,EJ/yr,0,0,0,0,0.392560741,1.796135614,1.654769781,1.712140228
GCAM 7.0,WM_050224,USA,Final Energy|Transportation|Road|Passenger,EJ/yr,0,0,0,0.03503107,0.515126507,1.853265373,3.143355946,4.107928701
GCAM 7.0,WM_050224,USA,Final Energy|Transportation|Road|Passenger|2W&3W,EJ/yr,0,0,0,0,0.00916318,0.0136687,0.0151244,0.0166567
GCAM 7.0,WM_050224,USA,Final Energy|Transportation|Road|Passenger|Bus,EJ/yr,0,0,0,0,0.002059547,0.008523819,0.021702718,0.03516114
GCAM 7.0,WM_050224,USA,Final Energy|Transportation|Road|Passenger|4W,EJ/yr,0,0,0,0.03503107,0.50390378,1.831072854,3.106528828,4.056110861
GCAM 7.0,WM_050224,USA,Final Energy|Water,EJ/yr,0.36790512,0.34806667,0.33870582,0.3721012,0.39818717,0.42006158,0.43824462,0.45454495
GCAM 7.0,WM_050224,USA,Final Energy|Water|Desalination,EJ/yr,0.02529481,0.02339853,0.02150221,0.02628783,0.02842194,0.03178573,0.03479905,0.03931753
GCAM 7.0,WM_050224,USA,Final Energy|Water|Desalination|Electricity,EJ/yr,0.00875366,0.00685738,0.00496109,0.0055789,0.00621573,0.00691617,0.0075143,0.00844525
GCAM 7.0,WM_050224,USA,Final Energy|Water|Desalination|Gases,EJ/yr,0.0126656,0.0132103,0.0142725,0.0183346,0.0195233,0.0218206,0.0237585,0.0266718
GCAM 7.0,WM_050224,USA,Final Energy|Water|Desalination|Liquids,EJ/yr,0.00387555,0.00333085,0.00226862,0.00237433,0.00268291,0.00304896,0.00352625,0.00420048
GCAM 7.0,WM_050224,USA,Final Energy|Water|Industry,EJ/yr,0.06739251,0.06249984,0.06145131,0.07051957,0.07679043,0.08332835,0.08905937,0.09429752
GCAM 7.0,WM_050224,USA,Final Energy|Water|Industry|Electricity,EJ/yr,0.06739251,0.06249984,0.06145131,0.07051957,0.07679043,0.08332835,0.08905937,0.09429752
GCAM 7.0,WM_050224,USA,Final Energy|Water|Irrigation,EJ/yr,0.0582542,0.0586163,0.0643454,0.0667802,0.0771368,0.0821381,0.0867864,0.0915065
GCAM 7.0,WM_050224,USA,Final Energy|Water|Irrigation|Electricity,EJ/yr,0.0582542,0.0586163,0.0643454,0.0667802,0.0771368,0.0821381,0.0867864,0.0915065
GCAM 7.0,WM_050224,USA,Final Energy|Water|Municipal,EJ/yr,0.2169636,0.203552,0.1914069,0.2085136,0.215838,0.2228094,0.2275998,0.2294234
GCAM 7.0,WM_050224,USA,Final Energy|Water|Municipal|Electricity,EJ/yr,0.2169636,0.203552,0.1914069,0.2085136,0.215838,0.2228094,0.2275998,0.2294234
GCAM 7.0,WM_050224,USA,GDP|MER,billion US$2010/yr,14513.44042,15062.75602,16768.24626,18647.95854,20335.45508,22335.37799,24169.15859,25905.6186
GCAM 7.0,WM_050224,USA,GDP|PPP,billion US$2010/yr,14138.13375,14673.22279,16334.58905,18165.80109,19809.57354,21757.77087,23544.13164,25235.78097
GCAM 7.0,WM_050224,USA,Investment|Energy Supply|CO2 Transport and Storage,billion US$2010/yr,0,0,0,1.82E-07,4.684511326,60.09423589,79.39971417,86.55700793
GCAM 7.0,WM_050224,USA,Investment|Energy Supply|Electricity,billion US$2010/yr,0,0,0,497.9571588,56.56317922,107.6515013,81.94943515,71.24960832
GCAM 7.0,WM_050224,USA,Investment|Energy Supply|Electricity|Biomass,billion US$2010/yr,0,0,0,91.78395389,0.887272596,1.292648906,0.628184285,0.332907097
GCAM 7.0,WM_050224,USA,Investment|Energy Supply|Electricity|Biomass|w/o CCS,billion US$2010/yr,0,0,0,91.78395389,0.887272596,1.292648906,0.628184285,0.332907097
GCAM 7.0,WM_050224,USA,Investment|Energy Supply|Electricity|Coal,billion US$2010/yr,0,0,0,0,0,21.54931886,28.39631833,30.64518409
GCAM 7.0,WM_050224,USA,Investment|Energy Supply|Electricity|Coal|w/ CCS,billion US$2010/yr,0,0,0,0,0,21.54931886,28.39631833,30.64518409
GCAM 7.0,WM_050224,USA,Investment|Energy Supply|Electricity|Gas,billion US$2010/yr,0,0,0,88.57552126,5.833495447,12.03090123,12.82875335,13.65968585
GCAM 7.0,WM_050224,USA,Investment|Energy Supply|Electricity|Gas|w/ CCS,billion US$2010/yr,0,0,0,0,2.304644753,7.749391011,10.965485,12.62109766
GCAM 7.0,WM_050224,USA,Investment|Energy Supply|Electricity|Gas|w/o CCS,billion US$2010/yr,0,0,0,88.57552126,3.528850693,4.281510217,1.86326835,1.038588196
GCAM 7.0,WM_050224,USA,Investment|Energy Supply|Electricity|Geothermal,billion US$2010/yr,0,0,0,5.491097677,0.644287832,0.813690286,0.323316178,0.099811149
GCAM 7.0,WM_050224,USA,Investment|Energy Supply|Electricity|Hydro,billion US$2010/yr,0,0,0,0,0,0,0,0
GCAM 7.0,WM_050224,USA,Investment|Energy Supply|Electricity|Non-Biomass Renewables,billion US$2010/yr,0,0,0,317.5976837,45.45367454,61.33764981,33.86483275,23.36992282
GCAM 7.0,WM_050224,USA,Investment|Energy Supply|Electricity|Nuclear,billion US$2010/yr,0,0,0,0,4.388736635,11.44098254,6.231346444,3.241908456
GCAM 7.0,WM_050224,USA,Investment|Energy Supply|Electricity|Solar,billion US$2010/yr,0,0,0,198.5618731,20.92142834,31.02672035,21.09456944,18.56240973
GCAM 7.0,WM_050224,USA,Investment|Energy Supply|Electricity|Transmission and Distribution,billion US$2010/yr,0,0,0,300.4872688,151.1844058,166.1608541,156.2173673,152.4560213
GCAM 7.0,WM_050224,USA,Investment|Energy Supply|Electricity|Wind,billion US$2010/yr,0,0,0,113.5447129,23.88795837,29.49723917,12.44694713,4.707701942
GCAM 7.0,WM_050224,USA,Investment|Energy Supply|Extraction|Coal,billion US$2010/yr,0,0,45.3649332,38.79973307,34.3834904,36.44212834,40.14031689,45.18596888
GCAM 7.0,WM_050224,USA,Investment|Energy Supply|Extraction|Fossil,billion US$2010/yr,0,0,663.5085618,675.7309399,613.9536542,583.2959772,571.7970613,577.555882
GCAM 7.0,WM_050224,USA,Investment|Energy Supply|Extraction|Gas,billion US$2010/yr,0,0,98.31091291,117.5429935,138.1598221,160.2956337,182.784387,207.0136577
GCAM 7.0,WM_050224,USA,Investment|Energy Supply|Extraction|Oil,billion US$2010/yr,0,0,519.8327157,519.3882133,441.4103418,386.5582152,348.8723574,325.3562554
GCAM 7.0,WM_050224,USA,Land Cover,million ha,692.525189,689.9746182,688.0711971,685.4415048,683.3649259,682.1164988,681.621714,681.5141285
GCAM 7.0,WM_050224,USA,Land Cover|Built-up Area,million ha,11.764165,12.579919,13.445224,13.445224,13.445224,13.445224,13.445224,13.445224
GCAM 7.0,WM_050224,USA,Land Cover|Cropland,million ha,167.8436118,158.536663,150.8093424,154.6206872,172.4676291,181.749934,191.0104723,200.2167471
GCAM 7.0,WM_050224,USA,Land Cover|Cropland|Energy Crops,million ha,0,0,0,0,5.81377555,11.21644224,17.29118101,23.41678847
GCAM 7.0,WM_050224,USA,Land Cover|Other Land,million ha,52.859851,52.783372,52.672716,52.672716,52.672716,52.672716,52.672716,52.672716
GCAM 7.0,WM_050224,USA,Land Cover|Pasture,million ha,460.0575612,466.0746642,471.1439147,464.7028776,444.7793567,434.2486248,424.4933016,415.1794414
GCAM 7.0,WM_050224,USA,Population,million,295.431,309.273,321.622,331.425,337.737,346.169,354.09,360.761
GCAM 7.0,WM_050224,USA,Price|Agriculture|Corn|Index,Index (2005 = 1),1,1,1,1.002613527,1.034012077,1.037243961,1.041857488,1.05063285
GCAM 7.0,WM_050224,USA,Price|Agriculture|Soybean|Index,Index (2005 = 1),1,1,1,1.003519924,1.071404175,1.073519924,1.060379507,1.051072106
GCAM 7.0,WM_050224,USA,Price|Agriculture|Wheat|Index,Index (2005 = 1),1,1,1,0.979837545,1.042913357,1.051310469,1.076027076,1.097303249
GCAM 7.0,WM_050224,USA,Price|Carbon,US$2010/t,0,0,0,0,0,0,0,0
GCAM 7.0,WM_050224,USA,Price|Carbon|Demand|Industry,US$2010/t CO2,0,0,0,0,0,0,0,0
GCAM 7.0,WM_050224,USA,Price|Carbon|Demand|Buildings,US$2010/t CO2,0,0,0,0,0,0,0,0
GCAM 7.0,WM_050224,USA,Price|Carbon|Demand|Transportation,US$2010/t CO2,0,0,0,0,0,0,0,0
GCAM 7.0,WM_050224,USA,Price|Carbon|Supply,US$2010/t CO2,0,0,0,0,0,0,0,0
GCAM 7.0,WM_050224,USA,Primary Energy,EJ/yr,93.5307621,89.34537527,88.21260579,85.45991275,84.84348937,84.81177682,81.63967397,81.46450181
